id,kode_komponen,nama_barang,spek1,spek2,merek,satuan,kode_rekening,left_rekening,rincian_rekening
177,02.03.01.04.22.03,Karoseri Mobil Pemotong Unggas,,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
178,02.03.01.04.22.04,Mobil Skywalker, 16 M,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
179,02.03.01.04.22.05,Mobil Aerial Platform,,,,Unit,5.2.3.02.01,5.2.3,Belanja Modal Pengadaan Alat Berat Darat
180,02.03.01.04.22.06,Mobil Pembersih Lantai,,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
181,02.03.01.04.22.07,Mobil Patroli,,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
182,02.03.01.04.22.08,Mobil Mini Washer,,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
183,02.03.01.04.22.09,Truk Toilet,,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
184,02.03.01.04.22.10,Mobil Potong Rumput,,"Diameter Pisau 18-32 """"",Rover Rider,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
185,02.03.01.04.22.11,Mobile Toilet,,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
186,02.03.01.05.01.01,Sepeda Motor, Roda Dua,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
187,02.03.01.05.01.02,Sepeda Motor Trail, 150 Cc,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
188,02.03.01.05.01.03,Sepeda Motor Pemadam,,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
189,02.03.01.05.02.01,Skuter Segway,,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
190,02.03.01.06.03.01,Sepeda Motor Roda Tiga,,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
191,02.03.01.06.03.02,Sepeda Motor Roda Tiga Sedot Tinja,,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
192,02.03.01.06.03.03,Sepeda Motor Roda Tiga Sedot Tinja , Tangki Stainless,Tangki Bahan Plat Stainless,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
193,02.03.01.06.03.04,Sepeda Motor Bak Sampah,,,,Unit,5.2.3.03.01,5.2.3,Belanja Modal Pengadaan Alat Angkutan Darat Bermotor
194,02.03.02.01.01.01,Handtruck (Trolly Barang), Kapasitas 500Kg,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
195,02.03.02.01.02.01,Hand Trolly,,,,Buah,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
196,02.03.02.01.02.02,Trolly Lipat,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
197,02.03.02.01.02.03,Gerobak Sorong,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
198,02.03.02.01.02.04,Kereta Jenasah Bahan Stainless Steel,,,,Unit,5.2.2.27.01,5.2.2,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat
199,02.03.02.01.02.05,Roda Gerobak Dorong,,,Artco,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
200,02.03.02.02.01.01,Sepeda Gezella 1916 Made In Belanda,,,,Buah,5.2.3.18.01,5.2.3,Belanja Modal Pengadaan Barang Bercorak Kebudayaan
201,02.03.02.02.01.02,Parkir Sepeda Vertikal Otomatis,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
202,02.03.03.04.01,Mesin Perahu, 15 Pk,,,Unit,5.2.3.03.03,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Bermotor
203,02.03.03.04.02,Mesin Perahu, 25 PK,,,Unit,5.2.3.03.03,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Bermotor
204,02.03.03.04.03,Mesin Perahu, 85 HP,,,Unit,5.2.3.03.03,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Bermotor
205,02.03.03.04.04,Mesin Perahu , 40 PK,,,Unit,5.2.3.03.03,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Bermotor
206,02.03.03.04.05,Perahu Naga Bermotor Bahan Fiber,,,,Unit,5.2.3.18.02,5.2.3,Belanja Modal Pengadaan Alat Olah Raga
207,02.03.03.04.06,Perahu Naga Bermesin,,,,Unit,5.2.3.03.03,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Bermotor
208,02.03.03.04.07,Mesin Perahu ,30 HP,,,Buah,5.2.3.03.03,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Bermotor
209,02.03.04.02.01.B,Perahu Boat Patroli,,,,Unit,5.2.3.03.03,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Bermotor
210,02.03.04.02.02,Perahu Plastik HDPE ,9 Orang Tanpa Atap (tanpa Mesin),,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
211,02.03.04.03.01.01,Phonton HDPE ( ISO SNI), Ukuran 50 X 50 Cm,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
212,02.03.04.03.02.01,Perahu Karet (Rafting Boat),,,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
213,02.03.04.03.02.02,Perahu Karet, Kap.4-5 Orang (hypalon),,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
214,02.03.04.03.02.03,Perahu Karet Bahan PVC, Kapasitas 6 Orang,,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
215,02.03.04.03.02.04,Perahu Karet Rescue, Kapasitas 6 Orang,,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
216,02.03.04.03.02.05,Perahu Karet Rescue,,,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
217,02.03.04.03.02.06,Perahu Naga,,Kap. 20 Pendayung Bahan Fiberglas 1250x113x54cm Lengkap Dengan Dayung Kayu Seri 12522,,Unit,5.2.3.18.02,5.2.3,Belanja Modal Pengadaan Alat Olah Raga
218,02.03.04.03.02.07,Perahu Karet Dengan Alas Aluminium, Kapasitas 8 Orang,,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
219,02.03.04.03.02.08,"Perahu Karet Bahan Hypalon (Tebal 1,2 Mm)", Kapasitas 6 Orang,,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
220,02.03.04.03.02.09,"Perahu Karet Bahan PVC (Tebal 1,2 Mm)", Kapasitas 6 Orang,,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
221,02.03.04.03.02.10,Perahu Fiber , 4 orang tanpa atap (tanpa mesin),,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
222,02.03.04.03.02.11,Perahu Fiber , 4 orang dengan atap (tanpa mesin),,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
223,02.03.04.03.02.12,Perahu Fiber , 6 orang tanpa atap (tanpa mesin),,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
224,02.03.04.03.02.13,Perahu Fiber , 6 orang dengan atap (tanpa mesin),,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
225,02.03.04.03.02.14,Perahu Fiber Catamaran 7m,,P= 7m; L=2.4m; H =1m; T=0.4mKapasitas Angkut Sampah 1 Ton,,Unit,5.2.3.03.04,5.2.3,Belanja Modal Pengadaan Alat Angkutan Apung Tidak Bermotor
226,02.04.01.01.02.01,Mesin Press Hose Hidrolik,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
227,02.04.01.01.02.02,Mesin Strapping Manual KZ-2TB,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
228,02.04.01.01.02.03,Mesin Press,,,,Unit,5.2.3.05.01,5.2.3,Belanja Modal Pengadaan Alat Pengolahan
229,02.04.01.01.14.01,Kompressor Portable,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
230,02.04.01.01.14.02,Mesin Kompresor, 3/4 HP 7 L,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
231,02.04.01.01.14.03,Kompresor Pengisian Breathing Apparatus,,,,Unit,5.2.3.06.01,5.2.3,Belanja Modal Pengadaan Alat Kantor
232,02.04.01.01.14.04,Mesin Kompresor Diesel,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
233,02.04.01.02.01.01,Mesin Gerinda, 7 inchi 2200 W,,,Unit,5.2.3.04.01,5.2.3,Belanja Modal Pengadaan Alat Bengkel BerMesin
234,02.04.01.02.01.02,Mata Gerinda Potong,,,,Pcs,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
235,02.04.01.02.01.03,Mesin Gerinda, 3 Inchi,,,Unit,5.2.3.04.01,5.2.3,Belanja Modal Pengadaan Alat Bengkel BerMesin
236,02.04.01.02.01.04,Mata Gerinda Poles Besi,,,,Buah,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
237,02.04.01.02.01.05,Mesin Gerinda Tangan,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
238,02.04.01.02.01.06,Mata Gerinda Tangan, 4 Inchi,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
239,02.04.01.02.01.07,Mesin Gerinda, 14 Inchi,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
240,02.04.01.02.01.08,Mata Gerinda,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
241,02.04.01.02.01.09,Mesin Gerinda Duduk,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
242,02.04.01.02.02.01,Mesin Bor Tangan Listrik, 350 Watt 100 A,,,Unit,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
243,02.04.01.02.03.01,Mesin Polisher (mesin Poles Lantai),,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
244,02.04.01.03.03.01,Trafo Las Listrik, 125 A,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
245,02.04.01.03.03.02,Trafo Lampu Hias,,,,Buah,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
246,02.04.01.03.04.01,Solder Listrik, 80 Watt,,,Unit,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
247,02.04.01.03.04.02,Solder Uap,,,,Buah,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
248,02.04.01.03.04.03,Solder Listrik, Min 200 Watt,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
249,02.04.01.06.01.01,Jig Saw,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
250,02.04.01.06.01.02,Circullar Saw,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
251,02.04.01.06.01.03,Chainsaw,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
252,02.04.01.06.01.04,Mesin Gergaji Chain Shaw (Potong Kayu),,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
253,02.04.01.06.01.05,Mesin Pasrah Kayu,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
254,02.04.01.06.01.06,Mesin Gergaji Reciprocating,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
255,02.04.01.06.01.07,Mesin Gergaji Meja,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
256,02.04.01.07.01,Rachet Handle Lever,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
257,02.04.01.08.01.01,Ground Clamp,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
258,02.04.01.08.01.02,Electrode Holder,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
259,02.04.01.08.01.03,Mesin Las Travo Las 900 Watt," Dimensi : 270 X 200 X 110mm, Daya Listrik : 900 Watt",,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
260,02.04.01.08.01.04,Kacamata Safety Las,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
261,02.04.01.08.01.05,Mesin Travo Las, 200 A,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
262,02.04.01.08.01.06,Selang Gas Las,,,,Meter,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
263,02.04.02.02.01,Mitter Saw,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
264,02.04.02.02.02,Measuring Wheel,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
265,02.04.02.02.03,Tool Set Listrik Lengkap,,,,Set,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
266,02.04.02.02.04,Tool Mekanikal Elektrikal,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
267,02.04.02.03.01,Mesin Pembuka Ban,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
268,02.04.02.05.01.01,Tool Kit,,,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
269,02.04.02.05.01.02,Obeng Set," 7 Pcs, GG KPT",,,Set,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
270,02.04.02.05.04.01,Kunci Pipa,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
271,02.04.02.05.04.02,Kunci Afsluiter,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
272,02.04.02.05.04.03,Kunci Afsluiter Bahan Stainless,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
273,02.04.02.05.05.01,Kotak Perkakas Kunci,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
274,02.04.02.05.05.02,Tutup Lubang Biopori 10 Cm (4 Inchi),,,,cm,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
275,02.04.02.06.01,Heat And Smoke Tester,,,,Set,5.2.3.02.03,5.2.3,Belanja Modal Pengadaan Alat Pemadam Kebakaran
276,02.04.02.06.02,Kompressor Silent Pengisian Breathing Apparatus,,,,Set,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
277,02.04.02.06.03,8 Figure,,,,Buah,5.2.2.13.03,5.2.2,Belanja Pakaian Kerja Lapangan dan Pelindung Kerja
278,02.04.02.06.04,Anchor Plate,,,,Buah,5.2.2.13.03,5.2.2,Belanja Pakaian Kerja Lapangan dan Pelindung Kerja
279,02.04.02.06.05,Pulley,,,,Buah,5.2.2.13.03,5.2.2,Belanja Pakaian Kerja Lapangan dan Pelindung Kerja
280,02.04.02.07.01.01,Gergaji Kayu,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
281,02.04.02.07.06.01,Waterpass,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
282,02.04.02.07.08.02.01,Palu, Besar,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
283,02.04.02.07.08.02.02,Jag Hammer,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
284,02.04.02.07.08.02.03,Palu, Kecil,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
285,02.04.02.07.08.02.04,Palu Bodem,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
286,02.04.02.07.08.02.05,Palu Refleks,,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
287,02.04.02.07.09.01.01,Tang Buaya, 10 Rahang Melengkung,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
288,02.04.02.07.09.04.01,Tang Lancip,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
289,02.04.02.07.09.04.02,Tang Lancip Handle Karet,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
290,02.04.02.07.09.05.01,Tang Potong,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
291,02.04.02.07.09.05.02,Gunting Besi, 36 inchi,,,Unit,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
292,02.04.02.07.09.05.03,Tang Potong Keramik,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
293,02.04.02.07.09.05.04,Tang Potong Handle Karet,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
294,02.04.02.07.09.07.01,Tang Ampere, 400 A,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
295,02.04.02.07.09.07.02,Tang Kupas,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
296,02.04.02.07.09.07.03,Tang Crimping,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
297,02.04.02.07.09.07.03,Tang Crimping,,,,Buah,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
298,02.04.02.07.09.07.04,Tang Cucut / Catut,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
299,02.04.02.07.09.07.05,Tang Ampere,,,,Buah,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
300,02.04.02.07.09.07.06,Paku Rivet,,,,Pak,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
301,02.04.02.07.09.07.06,Paku Rivet,,,,Pak,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
302,02.04.02.07.09.07.07,Tang Rivet,,,,Unit,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
303,02.04.02.07.09.07.07,Tang Rivet,,,,Unit,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
304,02.04.02.07.09.07.08,Tang Segel,,,,Unit,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
305,02.04.02.07.09.07.09,Tang Press Skun,,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
306,02.04.02.07.09.07.09,Tang Press Skun,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
307,02.04.02.07.09.07.10,Tang Crimping Hidrolik,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
308,02.04.02.07.09.07.10,Tang Crimping Hidrolik,,,,Buah,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
309,02.04.02.07.10.01,Mesin Pengayak Pasir, Serbaguna,"Dimensi Total 290x125x130 Cm. Bahan : Besi UNP, Siku, Strip, As, Pipa, Beton Eser, Bearing, Ayakan Stainlis. Transmisi : Polly V-Belt. Penggerak : Motor Bensin 6.5 HP. Penyalakan Mesin : Sistem Tarikan. Kelengkapan : Roda 4 Buah, Ukuran : 17 inchi",,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
310,02.04.02.07.10.02,Mesin Pengayak,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
311,02.04.02.07.11.01.F,Selang Kapiler Plastik,,,,Meter,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
312,02.04.02.07.11.02,Obeng," (-) 6 inchi, Handle Karet",,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
313,02.04.02.07.11.03,Topeng Las,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
314,02.04.02.07.11.04,Obeng,,,,Set,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
315,02.04.02.07.11.05,Obeng Kembang,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
316,02.04.02.07.11.06,Mesin Pompa Alkon,,,,Unit,5.2.3.05.02,5.2.3,Belanja Modal Pengadaan Alat Pemeliharaan Tanaman / Alat Penyimpanan
317,02.04.02.07.11.07,Selang Plastik, Dia. 3/4,,,Meter,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
318,02.04.02.07.11.08,Gergaji Pole Saw,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
319,02.04.02.07.11.09,Hand Tool Rescue Kit,,,,Set,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
320,02.04.02.07.11.10,Arpus Timah,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
321,02.04.02.07.11.11,Ragum,,,,Buah,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
322,02.04.02.07.11.12,Topeng Las Kulit,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
323,02.04.02.07.11.13,Alat Potong Keramik,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
324,02.04.02.07.11.14,Obeng Keramik,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
325,02.04.02.07.11.15,Dinamo ,3 Pk,,,Unit,5.2.3.04.01,5.2.3,Belanja Modal Pengadaan Alat Bengkel BerMesin
326,02.04.02.07.11.16,Box Oli,,,Lines,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
327,02.04.02.07.11.17,Riveter Hidrolik,,,,Unit,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
328,02.04.02.07.11.18,Kabinet Kunci,,,,Unit,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
329,02.04.02.07.11.19,Gunting Pipa ,"1""",,,Pcs,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
330,02.04.02.08.05.01,Gunting Seng / Plat,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
331,02.04.02.08.06.01,Tang Kombinasi,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
332,02.04.02.08.08.01,Lampu Kepala, 3 Lampu LED,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
333,02.04.02.08.08.02,Senter Lalin,,,,Buah,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
334,02.04.02.08.08.03,Senter Kepala,,,,Buah,5.2.2.13.03,5.2.2,Belanja Pakaian Kerja Lapangan dan Pelindung Kerja
335,02.04.02.08.08.04,Betel,,,,Pcs,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
336,02.04.02.08.13.01,Kunci Pas, 6 - 32 Inc,,,Set,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
337,02.04.02.08.21.01,Daun Gergaji Besi, Standar,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
338,02.04.02.08.21.02,Mata Gergaji,,,,Unit,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
339,02.04.02.08.21.03,Gergaji Besi,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
340,02.04.02.08.21.04,Golok,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
341,02.04.02.08.21.05,Takel, 2 Ton,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
342,02.04.02.08.21.06,Hot Air Welding Gun,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
343,02.04.02.10.14.01,Kunci Sok,,,,Set,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
344,02.04.02.10.14.02,Mesin Potong Besi,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
345,02.04.02.10.14.03,Pisau Potong Kaca,,,,Pcs,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
346,02.04.02.10.14.04,Timah Solder,,,,Roll,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
347,02.04.02.10.14.05,Kasutan Bahan Kayu,,,,Pcs,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
348,02.04.02.10.14.06,Baby Roller (Electric Start),,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
349,02.04.02.10.14.07,Mesin Senai Pipa,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
350,02.04.02.10.14.08,Solder Wick,,,,Roll,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
351,02.04.02.10.14.09,Papan Pengaman Proyek,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
352,02.04.02.10.14.10,Molen Kapasitas, 350 Liter,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
353,02.04.02.10.14.11,Hammer Tes Beton, (Manual),,,Buah,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
354,02.04.02.10.14.12,Pemotong Paving Besar,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
355,02.04.02.10.14.13,Alat Coring Beton,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
356,02.04.02.10.14.14,Rantai Plastik PVC,,,,Roll,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
357,02.04.02.10.14.15,Stapler Tembak,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
358,02.04.02.10.14.16,Pahat Kayu, 1 Cm,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
359,02.04.02.10.14.17,Pahat Kayu, 3 Cm,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
360,02.04.02.10.14.18,Mata Gergaji Jigsaw,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
361,02.04.02.10.14.19,Alat Potong Kaca,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
